method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed
dqn,grid,10,10010,75.28081740276862,220.69999999999982,867.0,113.0,2859,191.83455753760055,73.44702320887991,78.73574144486692,3034,2024
dqn,grid,11,10011,80.44772727272728,227.0,893.0,128.0,2917,197.55159410353102,75.6679764243615,89.76915708812261,3080,2024
dqn,grid,12,10012,74.72350384486793,223.5,1287.0,104.0,2817,186.10720624778133,76.7926267281106,70.83044315992292,2991,2024
dqn,grid,13,10013,68.38165879973027,178.5,1041.0,104.0,2827,181.04138662893527,67.20675537359263,70.6501976284585,2966,2024
dqn,grid,14,10014,77.84589726484323,227.0,1480.0,109.0,2835,190.51816578483246,77.54916792738275,78.4256157635468,2998,2024
dqn,grid,15,10015,75.8438832404067,218.0,1202.0,111.0,2882,193.71235253296322,71.71334681496461,83.47245564892624,3049,2024
dqn,grid,16,10016,76.22705479452055,226.0,1032.0,135.0,2713,189.77220788794693,74.61446409989594,79.33266533066133,2920,2024
dqn,grid,17,10017,83.33593242365173,245.0,860.0,128.0,2905,201.85817555938038,76.78346456692914,96.06500956022944,3078,2024
dqn,grid,18,10018,79.2706816677697,249.94999999999982,1363.0,131.0,2838,191.85694150810428,77.06329760081674,83.33866415804327,3022,2024
dqn,grid,19,10019,73.37049180327868,215.54999999999973,1128.0,108.0,2896,186.74758287292818,70.75666163901458,78.27049952874647,3050,2024
